                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.231514       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -2.19041916808294e-03
 9.99429683992583e-01 -2.11491867274468e-03
 9.98063017832965e-01 -1.93546923491086e-03
 9.95573914266674e-01 -1.61392527839104e-03
 9.92086309749559e-01 -1.17465931414906e-03
 9.87686148675057e-01 -6.38703091887764e-04
 9.82330525170640e-01 -1.28563491304918e-05
 9.76011908335692e-01  6.89806637567907e-04
 9.68787467298381e-01  1.44844662157694e-03
 9.60674860259240e-01  2.24725510029030e-03
 9.51675358763677e-01  3.07298078597171e-03
 9.41827652746244e-01  3.91081212361651e-03
 9.31175295355131e-01  4.67742581134045e-03
 9.19730397431178e-01  5.30168003430430e-03
 9.07524559194720e-01  5.71893942558379e-03
 8.94610408070308e-01  5.84513692179656e-03
 8.81009696499435e-01  5.69792335857445e-03
 8.66747905197194e-01  5.22590171184445e-03
 8.51890258171205e-01  4.43134283315720e-03
 8.36469462621421e-01  3.26799041468306e-03
 8.20513485943698e-01  1.71951934514040e-03
 8.04073832217581e-01 -2.41124531758772e-04
 7.87191529885653e-01 -2.66440843240796e-03
 7.69897919101553e-01 -5.58464209970512e-03
 7.52252341235159e-01 -8.98300257794775e-03
 7.34291349178558e-01 -1.28546326982108e-02
 7.16044924955764e-01 -1.71687357945954e-02
 6.97571640033109e-01 -2.19942348196916e-02
 6.78906186433687e-01 -2.72324871956106e-02
 6.60080312620540e-01 -3.27894776299530e-02
 6.41147517137212e-01 -3.85963403579655e-02
 6.22137650968852e-01 -4.45742533986373e-02
 6.03087998194415e-01 -5.06295201867844e-02
 5.84045042118975e-01 -5.66917353278800e-02
 5.65030897687003e-01 -6.26541829458275e-02
 5.46088602779599e-01 -6.84489639178234e-02
 5.27248673916899e-01 -7.40045659503446e-02
 5.08535950506088e-01 -7.92632233474283e-02
 4.89992355470388e-01 -8.41722264983451e-02
 4.71632114506831e-01 -8.86535452720595e-02
 4.53492503744348e-01 -9.26789239208126e-02
 4.35593302897673e-01 -9.62254999723326e-02
 4.17956065616942e-01 -9.93085720799075e-02
 4.00609748442576e-01 -1.01917082890243e-01
 3.83560931606009e-01 -1.04089197936465e-01
 3.66843215733716e-01 -1.05817322299866e-01
 3.50457316320503e-01 -1.07122575867459e-01
 3.34434484008630e-01 -1.08031395630738e-01
 3.18774100329315e-01 -1.08562567008322e-01
 3.03499623121295e-01 -1.08723626517090e-01
 2.88611293565648e-01 -1.08570089510905e-01
 2.74124386665666e-01 -1.08081468377163e-01
 2.60041455523719e-01 -1.07318432551766e-01
 2.46374872015918e-01 -1.06283219779448e-01
 2.33123443938833e-01 -1.05004792151488e-01
 2.20293777810423e-01 -1.03503104381877e-01
 2.07883282965331e-01 -1.01783948223757e-01
 1.95902956391646e-01 -9.98786931478219e-02
 1.84341253066628e-01 -9.77864559306105e-02
 1.73213930954161e-01 -9.55474005522653e-02
 1.62499176129638e-01 -9.31649362708107e-02
 1.52214602777259e-01 -9.06580034639023e-02
 1.42331759398971e-01 -8.80451741285548e-02
 1.32872111539190e-01 -8.53558029123592e-02
 1.23806439629760e-01 -8.25864607573860e-02
 1.15147623386077e-01 -7.97579901356942e-02
 1.06887208802748e-01 -7.68859019183253e-02
 9.90071115215634e-02 -7.39743418151905e-02
 9.15234043853440e-02 -7.10541165157001e-02
 8.43970428172224e-02 -6.81244778138586e-02
 7.76464790199521e-02 -6.51953801524402e-02
 7.12479082120208e-02 -6.22803163362703e-02
 6.51878662973747e-02 -5.93828758453522e-02
 5.94874721274203e-02 -5.65205975545225e-02
 5.41002464180900e-02 -5.36886072746384e-02
 4.90378786701877e-02 -5.09028131178778e-02
 4.43003497573340e-02 -4.81705359553356e-02
 3.98423597346805e-02 -4.54779401867339e-02
 3.56899752436130e-02 -4.28432824941379e-02
 3.18292350050659e-02 -4.02729799886767e-02
 2.82200072057900e-02 -3.77409521915320e-02
 2.48925247792698e-02 -3.52859447063802e-02
 2.18286683030035e-02 -3.29014444035991e-02
 1.89846947131332e-02 -3.05714770271999e-02
 1.63921917020335e-02 -2.83238843651010e-02
 1.40446346341990e-02 -2.61472068309388e-02
 1.18798249846349e-02 -2.39883978687424e-02
 9.93094518736226e-03 -2.18812584806998e-02
 8.21940795734749e-03 -1.98700441959055e-02
 6.65838622137879e-03 -1.78967603333509e-02
 5.26774192850643e-03 -1.61059235776473e-02
 4.09515753852961e-03 -1.43734052599699e-02
 3.09878859713642e-03 -1.25476169294331e-02
 2.19660773551101e-03 -1.04036593819199e-02
 1.46264176301869e-03 -7.85406929895935e-03
 9.64484608297922e-04 -5.36202350723664e-03
 5.99373867982851e-04 -3.34179780771303e-03
 2.90086645599082e-04 -1.60521522865447e-03
 7.80707788302466e-05 -4.27456624742847e-04
 0.00000000000000e+00  0.00000000000000e+00
 7.80412061165972e-05  4.34143870238986e-04
 2.89878724192004e-04  1.73433273921076e-03
 5.98775316682048e-04  3.85145958936518e-03
 9.63326351634835e-04  6.43488398211994e-03
 1.45966821282819e-03  9.31647357760936e-03
 2.19097636449990e-03  1.21016456925328e-02
 3.08997841959778e-03  1.46453818325367e-02
 4.08271112470316e-03  1.68722864518698e-02
 5.24853124383664e-03  1.91556424346222e-02
 6.63128223001261e-03  2.16138216810528e-02
 8.18368429859057e-03  2.40823560749884e-02
 9.88361416849065e-03  2.65268202811188e-02
 1.18176401547236e-02  2.91284898136823e-02
 1.39661993216830e-02  3.17911537993120e-02
 1.62951420791042e-02  3.44722402262518e-02
 1.88631937781153e-02  3.72411857233909e-02
 2.16807137532775e-02  4.00768216028237e-02
 2.47159162958630e-02  4.29352315880648e-02
 2.80064400105864e-02  4.58330811362927e-02
 3.15762558914965e-02  4.87909340515093e-02
 3.53948396168776e-02  5.17857096001058e-02
 3.94949825480075e-02  5.48235827431031e-02
 4.38979282781582e-02  5.79080438784855e-02
 4.85758075737765e-02  6.10045943699945e-02
 5.35679916138118e-02  6.41274280879001e-02
 5.88818211488708e-02  6.73169348292277e-02
 6.45001629027313e-02  7.05136434116813e-02
 7.04692046391145e-02  7.37226281030900e-02
 7.67740309924709e-02  7.69214629805907e-02
 8.34162127168367e-02  8.01020556973805e-02
 9.04290195190656e-02  8.32717979396122e-02
 9.77906533229447e-02  8.64050324475227e-02
 1.05536187198748e-01  8.95014664452177e-02
 1.13658760041779e-01  9.25469382741608e-02
 1.22161483318940e-01  9.55219202636517e-02
 1.31067498602735e-01  9.84257942128267e-02
 1.40354649921884e-01  1.01227070880701e-01
 1.50055110786138e-01  1.03934928515941e-01
 1.60148962661562e-01  1.06535081583150e-01
 1.70658187899640e-01  1.08969366825626e-01
 1.81574957422924e-01  1.11290949179379e-01
 1.92907571409635e-01  1.13439517792037e-01
 2.04657634577812e-01  1.15397179778675e-01
 2.16817353069424e-01  1.17156638308730e-01
 2.29396483963478e-01  1.18734832689135e-01
 2.42377800694080e-01  1.20063461327441e-01
 2.55773624268338e-01  1.21127167754393e-01
 2.69566785632899e-01  1.21922584472222e-01
 2.83765797226135e-01  1.22432498900898e-01
 2.98347982887804e-01  1.22680535797380e-01
 3.13318978785268e-01  1.22673270832106e-01
 3.28658461892810e-01  1.22390558327474e-01
 3.44364941645546e-01  1.21792033628722e-01
 3.60419773725681e-01  1.20917713636319e-01
 3.76811233766957e-01  1.19756452074200e-01
 3.93525251020729e-01  1.18310009242852e-01
 4.10538642553571e-01  1.16599224462114e-01
 4.27843232490823e-01  1.14654863167004e-01
 4.45406663468198e-01  1.12432208673423e-01
 4.63222254103030e-01  1.09995150160051e-01
 4.81251545655716e-01  1.07315565953951e-01
 4.99481026671737e-01  1.04427834811265e-01
 5.17879583085697e-01  1.01382677379192e-01
 5.36417631367010e-01  9.81429368018941e-02
 5.55075704909560e-01  9.47476397736564e-02
 5.73808427242608e-01  9.12112574050287e-02
 5.92596731105059e-01  8.75430831434862e-02
 6.11401377553511e-01  8.37671971254966e-02
 6.30186430605241e-01  7.98836827618965e-02
 6.48926781663159e-01  7.59530401094413e-02
 6.67570206424973e-01  7.19765788724641e-02
 6.86088429590952e-01  6.79967460786672e-02
 7.04445389043917e-01  6.40134612769525e-02
 7.22592093722966e-01  6.00676656858848e-02
 7.40501800453524e-01  5.61497506342323e-02
 7.58125457122835e-01  5.23122058976909e-02
 7.75421014376153e-01  4.85606512132434e-02
 7.92362373587600e-01  4.49049882266947e-02
 8.08894546151696e-01  4.13615799549886e-02
 8.24974633014891e-01  3.79529579082994e-02
 8.40576952273409e-01  3.46692165714752e-02
 8.55652758808818e-01  3.15233580450812e-02
 8.70162898882712e-01  2.85170606881219e-02
 8.84085033071272e-01  2.56679648866645e-02
 8.97361214262371e-01  2.29813568465103e-02
 9.09954680076662e-01  2.04523402658161e-02
 9.21851471402547e-01  1.80905136135375e-02
 9.33012836658427e-01  1.58945198056699e-02
 9.43389278969050e-01  1.38722750856296e-02
 9.52973153850560e-01  1.20282155944989e-02
 9.61743130827061e-01  1.03482136891123e-02
 9.69640690675464e-01  8.84279914501260e-03
 9.76664215898664e-01  7.51091793157820e-03
 9.82815077112014e-01  6.35055406385447e-03
 9.88028440045103e-01  5.37189231810116e-03
 9.92304836603751e-01  4.57268809395917e-03
 9.95693518775914e-01  3.94180302852946e-03
 9.98120489340015e-01  3.49133344169318e-03
 9.99443037908705e-01  3.24635065946471e-03
 1.00000000000000e+00  3.14328790495264e-03
