                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.412949       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -3.58834567774591e-03
 9.99429683992583e-01 -3.61625215730617e-03
 9.98063017832965e-01 -3.68524167922391e-03
 9.95573914266674e-01 -3.81839986750524e-03
 9.92086309749559e-01 -4.02068609823314e-03
 9.87686148675057e-01 -4.30066483425350e-03
 9.82330525170640e-01 -4.67603003061456e-03
 9.76011908335692e-01 -5.16312196564404e-03
 9.68787467298381e-01 -5.77153216693840e-03
 9.60674860259240e-01 -6.50975662498848e-03
 9.51675358763677e-01 -7.38222892792905e-03
 9.41827652746244e-01 -8.38203324607711e-03
 9.31175295355131e-01 -9.68750395910901e-03
 9.19730397431178e-01 -1.15486407660790e-02
 9.07524559194720e-01 -1.29155829184872e-02
 8.94610408070308e-01 -1.48547430311316e-02
 8.81009696499435e-01 -1.73842625998653e-02
 8.66747905197194e-01 -2.05697929094784e-02
 8.51890258171205e-01 -2.44015708078445e-02
 8.36469462621421e-01 -2.89438811470112e-02
 8.20513485943698e-01 -3.41302529472901e-02
 8.04073832217581e-01 -3.99075980002273e-02
 7.87191529885653e-01 -4.63236228776544e-02
 7.69897919101553e-01 -5.32596945623824e-02
 7.52252341235159e-01 -6.06722642538661e-02
 7.34291349178558e-01 -6.85923454337993e-02
 7.16044924955764e-01 -7.69037995856880e-02
 6.97571640033109e-01 -8.54567089838729e-02
 6.78906186433687e-01 -9.41682497354063e-02
 6.60080312620540e-01 -1.02986613308055e-01
 6.41147517137212e-01 -1.11730057681323e-01
 6.22137650968852e-01 -1.20345360030477e-01
 6.03087998194415e-01 -1.28751066226253e-01
 5.84045042118975e-01 -1.36873933931668e-01
 5.65030897687003e-01 -1.44689057501649e-01
 5.46088602779599e-01 -1.52144165555105e-01
 5.27248673916899e-01 -1.59146486423638e-01
 5.08535950506088e-01 -1.65703111220213e-01
 4.89992355470388e-01 -1.71830344746661e-01
 4.71632114506831e-01 -1.77409351233820e-01
 4.53492503744348e-01 -1.82541954870947e-01
 4.35593302897673e-01 -1.87079907223110e-01
 4.17956065616942e-01 -1.91040979795652e-01
 4.00609748442576e-01 -1.94447171620856e-01
 3.83560931606009e-01 -1.97338478379903e-01
 3.66843215733716e-01 -1.99679394270897e-01
 3.50457316320503e-01 -2.01500139236095e-01
 3.34434484008630e-01 -2.02900940764730e-01
 3.18774100329315e-01 -2.03765907875133e-01
 3.03499623121295e-01 -2.04213002714374e-01
 2.88611293565648e-01 -2.04246536252983e-01
 2.74124386665666e-01 -2.03899685156113e-01
 2.60041455523719e-01 -2.03106515626043e-01
 2.46374872015918e-01 -2.01983655595822e-01
 2.33123443938833e-01 -2.00478221416489e-01
 2.20293777810423e-01 -1.98712922342055e-01
 2.07883282965331e-01 -1.96614883252605e-01
 1.95902956391646e-01 -1.94241010551114e-01
 1.84341253066628e-01 -1.91636775466885e-01
 1.73213930954161e-01 -1.88744242658566e-01
 1.62499176129638e-01 -1.85708963870661e-01
 1.52214602777259e-01 -1.82407988580099e-01
 1.42331759398971e-01 -1.78935068022335e-01
 1.32872111539190e-01 -1.75287648726103e-01
 1.23806439629760e-01 -1.71460658934400e-01
 1.15147623386077e-01 -1.67462719922637e-01
 1.06887208802748e-01 -1.63380474055538e-01
 9.90071115215634e-02 -1.59110237570895e-01
 9.15234043853440e-02 -1.54756996089679e-01
 8.43970428172224e-02 -1.50250460455432e-01
 7.76464790199521e-02 -1.45629721670367e-01
 7.12479082120208e-02 -1.40929429672756e-01
 6.51878662973747e-02 -1.36080579095376e-01
 5.94874721274203e-02 -1.31190297017064e-01
 5.41002464180900e-02 -1.26239910543199e-01
 4.90378786701877e-02 -1.21234276769782e-01
 4.43003497573340e-02 -1.16243019681612e-01
 3.98423597346805e-02 -1.11106511540997e-01
 3.56899752436130e-02 -1.05976813005080e-01
 3.18292350050659e-02 -1.00910658404309e-01
 2.82200072057900e-02 -9.56601452682157e-02
 2.48925247792698e-02 -9.04108961007755e-02
 2.18286683030035e-02 -8.51504792005509e-02
 1.89846947131332e-02 -7.99157551456042e-02
 1.63921917020335e-02 -7.46543093344243e-02
 1.40446346341990e-02 -6.95257512262391e-02
 1.18798249846349e-02 -6.44406158554770e-02
 9.93094518736226e-03 -5.93724399988749e-02
 8.21940795734749e-03 -5.44831711428954e-02
 6.65838622137879e-03 -4.93268026851849e-02
 5.26774192850643e-03 -4.40011571842034e-02
 4.09515753852961e-03 -3.85397391546223e-02
 3.09878859713642e-03 -3.30005424132680e-02
 2.19660773551101e-03 -2.64546031778134e-02
 1.46264176301869e-03 -2.08232565239461e-02
 9.64484608297922e-04 -1.61578572024987e-02
 5.99373867982851e-04 -1.20357441883508e-02
 2.90086645599082e-04 -6.54861411952034e-03
 7.80707788302466e-05 -3.09266016433707e-03
 0.00000000000000e+00  0.00000000000000e+00
 7.80412061165972e-05  1.52362448797056e-03
 2.89878724192004e-04  4.62154880221177e-03
 5.98775316682048e-04  9.34227503161249e-03
 9.63326351634835e-04  1.33537720227049e-02
 1.45966821282819e-03  1.79366572752161e-02
 2.19097636449990e-03  2.34625257812432e-02
 3.08997841959778e-03  3.07467322068977e-02
 4.08271112470316e-03  3.71028700034932e-02
 5.24853124383664e-03  4.33400645211635e-02
 6.63128223001261e-03  4.91512212290430e-02
 8.18368429859057e-03  5.45834812776121e-02
 9.88361416849065e-03  5.96394991786637e-02
 1.18176401547236e-02  6.48707372865430e-02
 1.39661993216830e-02  7.01320499093465e-02
 1.62951420791042e-02  7.54817765929643e-02
 1.88631937781153e-02  8.09138464750233e-02
 2.16807137532775e-02  8.63705850775884e-02
 2.47159162958630e-02  9.19069009660584e-02
 2.80064400105864e-02  9.74177603338993e-02
 3.15762558914965e-02  1.02905010749684e-01
 3.53948396168776e-02  1.08353643058384e-01
 3.94949825480075e-02  1.13792288329848e-01
 4.38979282781582e-02  1.19272707950178e-01
 4.85758075737765e-02  1.24647504361265e-01
 5.35679916138118e-02  1.29957764605586e-01
 5.88818211488708e-02  1.35256357119538e-01
 6.45001629027313e-02  1.40465032352251e-01
 7.04692046391145e-02  1.45593958232616e-01
 7.67740309924709e-02  1.50598256408174e-01
 8.34162127168367e-02  1.55476092072228e-01
 9.04290195190656e-02  1.60226353993261e-01
 9.77906533229447e-02  1.64800867424256e-01
 1.05536187198748e-01  1.69283247919855e-01
 1.13658760041779e-01  1.73521788709751e-01
 1.22161483318940e-01  1.77657259594164e-01
 1.31067498602735e-01  1.81577155332955e-01
 1.40354649921884e-01  1.85303671835005e-01
 1.50055110786138e-01  1.88792859926512e-01
 1.60148962661562e-01  1.92051233125504e-01
 1.70658187899640e-01  1.95065341596539e-01
 1.81574957422924e-01  1.97805395621989e-01
 1.92907571409635e-01  2.00253774315737e-01
 2.04657634577812e-01  2.02367788695503e-01
 2.16817353069424e-01  2.04174539392874e-01
 2.29396483963478e-01  2.05673730700565e-01
 2.42377800694080e-01  2.06852442302876e-01
 2.55773624268338e-01  2.07692486214823e-01
 2.69566785632899e-01  2.08204439860903e-01
 2.83765797226135e-01  2.08343989064623e-01
 2.98347982887804e-01  2.08179222896982e-01
 3.13318978785268e-01  2.07639735383595e-01
 3.28658461892810e-01  2.06725819299012e-01
 3.44364941645546e-01  2.05419189700839e-01
 3.60419773725681e-01  2.03849920554828e-01
 3.76811233766957e-01  2.01813324198515e-01
 3.93525251020729e-01  1.99489554737550e-01
 4.10538642553571e-01  1.96799960823514e-01
 4.27843232490823e-01  1.93781749836315e-01
 4.45406663468198e-01  1.90400290399659e-01
 4.63222254103030e-01  1.86720487266542e-01
 4.81251545655716e-01  1.82741877043779e-01
 4.99481026671737e-01  1.78450217733421e-01
 5.17879583085697e-01  1.73908561435944e-01
 5.36417631367010e-01  1.69086255299042e-01
 5.55075704909560e-01  1.64043706582471e-01
 5.73808427242608e-01  1.58849454561389e-01
 5.92596731105059e-01  1.53415943398055e-01
 6.11401377553511e-01  1.47885658877910e-01
 6.30186430605241e-01  1.42217914375879e-01
