                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.982230       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -9.97881080446590e-04
 9.99429683992583e-01 -4.15840339226580e-03
 9.98063017832965e-01 -1.16461572263166e-02
 9.95573914266674e-01 -2.49738599645474e-02
 9.92086309749559e-01 -4.29815451285121e-02
 9.87686148675057e-01 -6.46061518256891e-02
 9.82330525170640e-01 -8.93063504245000e-02
 9.76011908335692e-01 -1.16209105320078e-01
 9.68787467298381e-01 -1.44074584148094e-01
 9.60674860259240e-01 -1.71795549601045e-01
 9.51675358763677e-01 -1.98281093883851e-01
 9.41827652746244e-01 -2.22325839661792e-01
 9.31175295355131e-01 -2.40729463073674e-01
 9.19730397431178e-01 -2.58648577276279e-01
 9.07524559194720e-01 -2.76205039180579e-01
 8.94610408070308e-01 -2.93237990872581e-01
 8.81009696499435e-01 -3.09729728293825e-01
 8.66747905197194e-01 -3.25653863296969e-01
 8.51890258171205e-01 -3.40956668862271e-01
 8.36469462621421e-01 -3.55627219606023e-01
 8.20513485943698e-01 -3.69635370470283e-01
 8.04073832217581e-01 -3.82933774494995e-01
 7.87191529885653e-01 -3.95544243937673e-01
 7.69897919101553e-01 -4.07428782011250e-01
 7.52252341235159e-01 -4.18536910360827e-01
 7.34291349178558e-01 -4.28874126664765e-01
 7.16044924955764e-01 -4.38437558550560e-01
 6.97571640033109e-01 -4.47178014515552e-01
 6.78906186433687e-01 -4.55088117274453e-01
 6.60080312620540e-01 -4.62236228032220e-01
 6.41147517137212e-01 -4.68526355171983e-01
 6.22137650968852e-01 -4.74014730145191e-01
 6.03087998194415e-01 -4.78735393107315e-01
 5.84045042118975e-01 -4.82633089138653e-01
 5.65030897687003e-01 -4.85811481336280e-01
 5.46088602779599e-01 -4.88228507896552e-01
 5.27248673916899e-01 -4.89789862815462e-01
 5.08535950506088e-01 -4.90729548579266e-01
 4.89992355470388e-01 -4.90951341699951e-01
 4.71632114506831e-01 -4.90457184160646e-01
 4.53492503744348e-01 -4.89406896011965e-01
 4.35593302897673e-01 -4.87600043128725e-01
 4.17956065616942e-01 -4.85180309475896e-01
 4.00609748442576e-01 -4.82207377707933e-01
 3.83560931606009e-01 -4.78638873821574e-01
 3.66843215733716e-01 -4.74560545752886e-01
 3.50457316320503e-01 -4.69914397088216e-01
 3.34434484008630e-01 -4.64837067133219e-01
 3.18774100329315e-01 -4.59228739015930e-01
 3.03499623121295e-01 -4.53209224274244e-01
 2.88611293565648e-01 -4.46756381842333e-01
 2.74124386665666e-01 -4.39947550841180e-01
 2.60041455523719e-01 -4.32722356954861e-01
 2.46374872015918e-01 -4.25180197733921e-01
 2.33123443938833e-01 -4.17293052032187e-01
 2.20293777810423e-01 -4.09145837561833e-01
 2.07883282965331e-01 -4.00704071045689e-01
 1.95902956391646e-01 -3.92016454722252e-01
 1.84341253066628e-01 -3.83099159259180e-01
 1.73213930954161e-01 -3.73961276636828e-01
 1.62499176129638e-01 -3.64647388152357e-01
 1.52214602777259e-01 -3.55158800587753e-01
 1.42331759398971e-01 -3.45522480862152e-01
 1.32872111539190e-01 -3.35767519399634e-01
 1.23806439629760e-01 -3.25891004199092e-01
 1.15147623386077e-01 -3.15914229008422e-01
 1.06887208802748e-01 -3.05877275250200e-01
 9.90071115215634e-02 -2.95749021041731e-01
 9.15234043853440e-02 -2.85595769263863e-01
 8.43970428172224e-02 -2.75389187131499e-01
 7.76464790199521e-02 -2.65167132507197e-01
 7.12479082120208e-02 -2.54949188146236e-01
 6.51878662973747e-02 -2.44715681408439e-01
 5.94874721274203e-02 -2.34520093629422e-01
 5.41002464180900e-02 -2.24354165613353e-01
 4.90378786701877e-02 -2.14228217298495e-01
 4.43003497573340e-02 -2.04175576851103e-01
 3.98423597346805e-02 -1.94137262560050e-01
 3.56899752436130e-02 -1.84176536572675e-01
 3.18292350050659e-02 -1.74322731525352e-01
 2.82200072057900e-02 -1.64497938007776e-01
 2.48925247792698e-02 -1.54770174920216e-01
 2.18286683030035e-02 -1.45141652330944e-01
 1.89846947131332e-02 -1.35641691681138e-01
 1.63921917020335e-02 -1.26232538636139e-01
 1.40446346341990e-02 -1.16950413527500e-01
 1.18798249846349e-02 -1.07794332322675e-01
 9.93094518736226e-03 -9.87308372085037e-02
 8.21940795734749e-03 -8.97965059620428e-02
 6.65838622137879e-03 -8.09503344278874e-02
 5.26774192850643e-03 -7.22015988375991e-02
 4.09515753852961e-03 -6.35664763238066e-02
 3.09878859713642e-03 -5.51690917229309e-02
 2.19660773551101e-03 -4.67503487596071e-02
 1.46264176301869e-03 -3.85878345360408e-02
 9.64484608297922e-04 -3.06088970222914e-02
 5.99373867982851e-04 -2.28862011098708e-02
 2.90086645599082e-04 -1.51383591678384e-02
 7.80707788302466e-05 -7.50158978967034e-03
 0.00000000000000e+00  0.00000000000000e+00
 7.80412061165972e-05  7.29762992004464e-03
 2.89878724192004e-04  1.45986463871411e-02
 5.98775316682048e-04  2.24020523707753e-02
 9.63326351634835e-04  3.00565686822024e-02
 1.45966821282819e-03  3.80435900178549e-02
 2.19097636449990e-03  4.61699588778622e-02
 3.08997841959778e-03  5.45860083035059e-02
 4.08271112470316e-03  6.29437570118412e-02
 5.24853124383664e-03  7.16203305935221e-02
 6.63128223001261e-03  8.03522215619755e-02
 8.18368429859057e-03  8.91921075082998e-02
 9.88361416849065e-03  9.80994839174648e-02
 1.18176401547236e-02  1.07109096660830e-01
 1.39661993216830e-02  1.16223479084162e-01
 1.62951420791042e-02  1.25461375564329e-01
 1.88631937781153e-02  1.34805222495103e-01
 2.16807137532775e-02  1.44253594579217e-01
 2.47159162958630e-02  1.53835184590590e-01
 2.80064400105864e-02  1.63497144762327e-01
 3.15762558914965e-02  1.73235186217112e-01
 3.53948396168776e-02  1.83046791416997e-01
 3.94949825480075e-02  1.92934644721937e-01
 4.38979282781582e-02  2.02907821374516e-01
 4.85758075737765e-02  2.12916197698774e-01
 5.35679916138118e-02  2.22972003077717e-01
 5.88818211488708e-02  2.33084038656467e-01
 6.45001629027313e-02  2.43216694096359e-01
 7.04692046391145e-02  2.53378394950861e-01
 7.67740309924709e-02  2.63538695432021e-01
 8.34162127168367e-02  2.73687565194422e-01
 9.04290195190656e-02  2.83819065256066e-01
 9.77906533229447e-02  2.93904068236812e-01
 1.05536187198748e-01  3.03973978704146e-01
 1.13658760041779e-01  3.13950038906614e-01
 1.22161483318940e-01  3.23871227046890e-01
 1.31067498602735e-01  3.33696096853595e-01
 1.40354649921884e-01  3.43407720557153e-01
 1.50055110786138e-01  3.53002083970257e-01
 1.60148962661562e-01  3.62449221207722e-01
 1.70658187899640e-01  3.71750271593211e-01
 1.81574957422924e-01  3.80860964356744e-01
 1.92907571409635e-01  3.89767935188078e-01
 2.04657634577812e-01  3.98440394617536e-01
 2.16817353069424e-01  4.06864617992161e-01
 2.29396483963478e-01  4.15031717581546e-01
 2.42377800694080e-01  4.22904903219034e-01
 2.55773624268338e-01  4.30475461054588e-01
 2.69566785632899e-01  4.37703594027448e-01
 2.83765797226135e-01  4.44569495062020e-01
 2.98347982887804e-01  4.51060386415017e-01
 3.13318978785268e-01  4.57149791226850e-01
