                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.201092       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -1.82940757409563e-04
 9.99429683992583e-01 -1.14761061526773e-04
 9.98063017832965e-01  4.69519487146024e-05
 9.95573914266674e-01  3.35481428673464e-04
 9.92086309749559e-01  7.26908010653641e-04
 9.87686148675057e-01  1.19978850931681e-03
 9.82330525170640e-01  1.74460491013666e-03
 9.76011908335692e-01  2.34537247545872e-03
 9.68787467298381e-01  2.97871815849568e-03
 9.60674860259240e-01  3.62500523762195e-03
 9.51675358763677e-01  4.26600600926067e-03
 9.41827652746244e-01  4.88179067694355e-03
 9.31175295355131e-01  5.39530181660612e-03
 9.19730397431178e-01  5.76764424041211e-03
 9.07524559194720e-01  5.98937231909877e-03
 8.94610408070308e-01  6.05231279373694e-03
 8.81009696499435e-01  5.84441725441484e-03
 8.66747905197194e-01  5.33583758625603e-03
 8.51890258171205e-01  4.54795798951506e-03
 8.36469462621421e-01  3.45385935816688e-03
 8.20513485943698e-01  2.02604071479489e-03
 8.04073832217581e-01  2.57571492449734e-04
 7.87191529885653e-01 -1.86051084874760e-03
 7.69897919101553e-01 -4.35714719152303e-03
 7.52252341235159e-01 -7.18296436448481e-03
 7.34291349178558e-01 -1.03653598466630e-02
 7.16044924955764e-01 -1.39909412313417e-02
 6.97571640033109e-01 -1.75362640316296e-02
 6.78906186433687e-01 -2.12102698182465e-02
 6.60080312620540e-01 -2.52177691705948e-02
 6.41147517137212e-01 -2.94663837728708e-02
 6.22137650968852e-01 -3.38834350018907e-02
 6.03087998194415e-01 -3.84030714812488e-02
 5.84045042118975e-01 -4.29857300494642e-02
 5.65030897687003e-01 -4.75353397741512e-02
 5.46088602779599e-01 -5.20082417052522e-02
 5.27248673916899e-01 -5.63483491582387e-02
 5.08535950506088e-01 -6.05285619909899e-02
 4.89992355470388e-01 -6.44569775461643e-02
 4.71632114506831e-01 -6.80499005856111e-02
 4.53492503744348e-01 -7.12717842883645e-02
 4.35593302897673e-01 -7.40879579216240e-02
 4.17956065616942e-01 -7.65060498910291e-02
 4.00609748442576e-01 -7.85111319993132e-02
 3.83560931606009e-01 -8.01514451741152e-02
 3.66843215733716e-01 -8.14372216597065e-02
 3.50457316320503e-01 -8.23280917953056e-02
 3.34434484008630e-01 -8.28977954218026e-02
 3.18774100329315e-01 -8.31592311880043e-02
 3.03499623121295e-01 -8.31287822043861e-02
 2.88611293565648e-01 -8.28379975629891e-02
 2.74124386665666e-01 -8.22933077978230e-02
 2.60041455523719e-01 -8.15455338865983e-02
 2.46374872015918e-01 -8.06261398250375e-02
 2.33123443938833e-01 -7.95000403973492e-02
 2.20293777810423e-01 -7.82119671987011e-02
 2.07883282965331e-01 -7.67975502055722e-02
 1.95902956391646e-01 -7.52562355474271e-02
 1.84341253066628e-01 -7.35820137170069e-02
 1.73213930954161e-01 -7.18061914339420e-02
 1.62499176129638e-01 -6.99544464992790e-02
 1.52214602777259e-01 -6.80268769000856e-02
 1.42331759398971e-01 -6.60450593561446e-02
 1.32872111539190e-01 -6.40235357382836e-02
 1.23806439629760e-01 -6.19561145552667e-02
 1.15147623386077e-01 -5.98699375083861e-02
 1.06887208802748e-01 -5.77601133591288e-02
 9.90071115215634e-02 -5.56310071770713e-02
 9.15234043853440e-02 -5.34905030682197e-02
 8.43970428172224e-02 -5.13427840584792e-02
 7.76464790199521e-02 -4.92052608523361e-02
 7.12479082120208e-02 -4.70795205499788e-02
 6.51878662973747e-02 -4.49685763711711e-02
 5.94874721274203e-02 -4.28895195411790e-02
 5.41002464180900e-02 -4.08248514608469e-02
 4.90378786701877e-02 -3.87816151628543e-02
 4.43003497573340e-02 -3.67695266774667e-02
 3.98423597346805e-02 -3.47799909786675e-02
 3.56899752436130e-02 -3.28276536577927e-02
 3.18292350050659e-02 -3.09171501950536e-02
 2.82200072057900e-02 -2.90353061165542e-02
 2.48925247792698e-02 -2.71900498011118e-02
 2.18286683030035e-02 -2.53976265575628e-02
 1.89846947131332e-02 -2.36192306312827e-02
 1.63921917020335e-02 -2.18804819061028e-02
 1.40446346341990e-02 -2.02152402306312e-02
 1.18798249846349e-02 -1.85527945340131e-02
 9.93094518736226e-03 -1.69103730553725e-02
 8.21940795734749e-03 -1.53627129509637e-02
 6.65838622137879e-03 -1.39824754999378e-02
 5.26774192850643e-03 -1.25584855559717e-02
 4.09515753852961e-03 -1.10684276517504e-02
 3.09878859713642e-03 -9.51809314127857e-03
 2.19660773551101e-03 -7.60876947264105e-03
 1.46264176301869e-03 -5.27901459162251e-03
 9.64484608297922e-04 -3.52234961557499e-03
 5.99373867982851e-04 -2.19129608496095e-03
 2.90086645599082e-04 -1.05615326663162e-03
 7.80707788302466e-05 -2.82663948761779e-04
 0.00000000000000e+00  0.00000000000000e+00
 7.80412061165972e-05  3.16297311301975e-04
 2.89878724192004e-04  1.30940554607429e-03
 5.98775316682048e-04  3.02922163540194e-03
 9.63326351634835e-04  5.23552981297553e-03
 1.45966821282819e-03  8.00960099118662e-03
 2.19097636449990e-03  1.07910240190367e-02
 3.08997841959778e-03  1.29296570319230e-02
 4.08271112470316e-03  1.48986587855671e-02
 5.24853124383664e-03  1.68424106269278e-02
 6.63128223001261e-03  1.88655770677234e-02
 8.18368429859057e-03  2.10721950908736e-02
 9.88361416849065e-03  2.32775839699052e-02
 1.18176401547236e-02  2.55591423125948e-02
 1.39661993216830e-02  2.79279376588030e-02
 1.62951420791042e-02  3.03405853706934e-02
 1.88631937781153e-02  3.28127615907587e-02
 2.16807137532775e-02  3.53884628750108e-02
 2.47159162958630e-02  3.80280568582357e-02
 2.80064400105864e-02  4.07216055040205e-02
 3.15762558914965e-02  4.34988573791362e-02
 3.53948396168776e-02  4.63102632144616e-02
 3.94949825480075e-02  4.91775600988385e-02
 4.38979282781582e-02  5.20983535048717e-02
 4.85758075737765e-02  5.50440186142401e-02
 5.35679916138118e-02  5.80228866236118e-02
 5.88818211488708e-02  6.08881575065709e-02
 6.45001629027313e-02  6.37757477555720e-02
 7.04692046391145e-02  6.67062217331771e-02
 7.67740309924709e-02  6.96595286233370e-02
 8.34162127168367e-02  7.26146097446115e-02
 9.04290195190656e-02  7.55633202549658e-02
 9.77906533229447e-02  7.84784991654655e-02
 1.05536187198748e-01  8.14074894067694e-02
 1.13658760041779e-01  8.43380799247784e-02
 1.22161483318940e-01  8.72382683126482e-02
 1.31067498602735e-01  9.01019608376517e-02
 1.40354649921884e-01  9.28896601118494e-02
 1.50055110786138e-01  9.56230090492933e-02
 1.60148962661562e-01  9.83084853578762e-02
 1.70658187899640e-01  1.00854012605397e-01
 1.81574957422924e-01  1.03348869363574e-01
 1.92907571409635e-01  1.05703722983248e-01
 2.04657634577812e-01  1.07901214101973e-01
 2.16817353069424e-01  1.09965118141472e-01
 2.29396483963478e-01  1.11910395538242e-01
 2.42377800694080e-01  1.13625031156306e-01
 2.55773624268338e-01  1.15107351880282e-01
 2.69566785632899e-01  1.16411297581728e-01
 2.83765797226135e-01  1.17511899679562e-01
 2.98347982887804e-01  1.18375349051417e-01
 3.13318978785268e-01  1.18559486494425e-01
 3.28658461892810e-01  1.18446614160374e-01
 3.44364941645546e-01  1.18001944083172e-01
 3.60419773725681e-01  1.17310800709718e-01
 3.76811233766957e-01  1.16330071434772e-01
 3.93525251020729e-01  1.15071099777422e-01
 4.10538642553571e-01  1.13521349480123e-01
 4.27843232490823e-01  1.11721732243096e-01
 4.45406663468198e-01  1.09579449209065e-01
 4.63222254103030e-01  1.07253624543748e-01
 4.81251545655716e-01  1.04613692741784e-01
 4.99481026671737e-01  1.01779191713303e-01
 5.17879583085697e-01  9.88088249339968e-02
 5.36417631367010e-01  9.55920704937566e-02
 5.55075704909560e-01  9.22142373758142e-02
 5.73808427242608e-01  8.86892358438466e-02
 5.92596731105059e-01  8.50113730522774e-02
 6.11401377553511e-01  8.12123254130323e-02
 6.30186430605241e-01  7.72757332364559e-02
 6.48926781663159e-01  7.32983507259378e-02
 6.67570206424973e-01  6.92686781189171e-02
 6.86088429590952e-01  6.52382063218499e-02
 7.04445389043917e-01  6.11813386510223e-02
 7.22592093722966e-01  5.71842464812063e-02
 7.40501800453524e-01  5.32039342519242e-02
 7.58125457122835e-01  4.93123089383618e-02
 7.75421014376153e-01  4.55151704656507e-02
 7.92362373587600e-01  4.18227952041075e-02
 8.08894546151696e-01  3.82587646290552e-02
 8.24974633014891e-01  3.48372072089937e-02
 8.40576952273409e-01  3.15562745006928e-02
 8.55652758808818e-01  2.84160441335424e-02
 8.70162898882712e-01  2.54137840643079e-02
 8.84085033071272e-01  2.25920499957617e-02
 8.97361214262371e-01  1.99241295350799e-02
 9.09954680076662e-01  1.74423066027344e-02
 9.21851471402547e-01  1.51251223219597e-02
 9.33012836658427e-01  1.29874266173238e-02
 9.43389278969050e-01  1.10136715992790e-02
 9.52973153850560e-01  9.21008848894431e-03
 9.61743130827061e-01  7.56580174054199e-03
 9.69640690675464e-01  6.09121481105961e-03
 9.76664215898664e-01  4.78550575872264e-03
 9.82815077112014e-01  3.64697594708063e-03
 9.88028440045103e-01  2.68594671378015e-03
 9.92304836603751e-01  1.90056128167520e-03
 9.95693518775914e-01  1.28018937336793e-03
 9.98120489340015e-01  8.37001408142466e-04
 9.99443037908705e-01  5.95896983112350e-04
 1.00000000000000e+00  4.94448253876815e-04
