                   201   NumCoords   ! The number of coordinates in the airfoil shape file (including an extra coordinate for airfoil reference).  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
! x-y coordinate of airfoil reference
!  x/c        y/c
 0.278453       0
! coordinates of airfoil shape
! interpolation to 200 points
!  x/c        y/c
 1.00000000000000e+00 -7.75762457393277e-03
 9.99429683992583e-01 -7.63382504287464e-03
 9.98063017832965e-01 -7.34042489756433e-03
 9.95573914266674e-01 -6.81781488733504e-03
 9.92086309749559e-01 -6.11082061217862e-03
 9.87686148675057e-01 -5.26024238823033e-03
 9.82330525170640e-01 -4.28604374159785e-03
 9.76011908335692e-01 -3.22075077472058e-03
 9.68787467298381e-01 -2.11090028383284e-03
 9.60674860259240e-01 -9.97261283806021e-04
 9.51675358763677e-01  8.07384269778355e-05
 9.41827652746244e-01  1.07974189074340e-03
 9.31175295355131e-01  1.86798076822834e-03
 9.19730397431178e-01  2.44402237780495e-03
 9.07524559194720e-01  2.68043852826421e-03
 8.94610408070308e-01  2.60067144829944e-03
 8.81009696499435e-01  2.12490691010860e-03
 8.66747905197194e-01  1.21261120874186e-03
 8.51890258171205e-01 -1.38993469177008e-04
 8.36469462621421e-01 -1.95445609822092e-03
 8.20513485943698e-01 -4.27080557664968e-03
 8.04073832217581e-01 -7.11193008947827e-03
 7.87191529885653e-01 -1.05205733392755e-02
 7.69897919101553e-01 -1.45545622393605e-02
 7.52252341235159e-01 -1.91890780807090e-02
 7.34291349178558e-01 -2.43618424451773e-02
 7.16044924955764e-01 -3.00237416260643e-02
 6.97571640033109e-01 -3.61347132050560e-02
 6.78906186433687e-01 -4.26365192057770e-02
 6.60080312620540e-01 -4.94506217809904e-02
 6.41147517137212e-01 -5.64768573786045e-02
 6.22137650968852e-01 -6.36245756542084e-02
 6.03087998194415e-01 -7.07947933502690e-02
 5.84045042118975e-01 -7.78826161591950e-02
 5.65030897687003e-01 -8.48051477630796e-02
 5.46088602779599e-01 -9.14822111424253e-02
 5.27248673916899e-01 -9.78355664580420e-02
 5.08535950506088e-01 -1.03812323028036e-01
 4.89992355470388e-01 -1.09374476652995e-01
 4.71632114506831e-01 -1.14480950938642e-01
 4.53492503744348e-01 -1.19101330799794e-01
 4.35593302897673e-01 -1.23231531592328e-01
 4.17956065616942e-01 -1.26885150960630e-01
 4.00609748442576e-01 -1.30050967700211e-01
 3.83560931606009e-01 -1.32737641135407e-01
 3.66843215733716e-01 -1.34957336705932e-01
 3.50457316320503e-01 -1.36713482020024e-01
 3.34434484008630e-01 -1.38029391863864e-01
 3.18774100329315e-01 -1.38920554349937e-01
 3.03499623121295e-01 -1.39410074085966e-01
 2.88611293565648e-01 -1.39512722325819e-01
 2.74124386665666e-01 -1.39248113395120e-01
 2.60041455523719e-01 -1.38626433548108e-01
 2.46374872015918e-01 -1.37683834914953e-01
 2.33123443938833e-01 -1.36431593854231e-01
 2.20293777810423e-01 -1.34885015570497e-01
 2.07883282965331e-01 -1.33060428897139e-01
 1.95902956391646e-01 -1.30982521206375e-01
 1.84341253066628e-01 -1.28659314261529e-01
 1.73213930954161e-01 -1.26123047865236e-01
 1.62499176129638e-01 -1.23371674190511e-01
 1.52214602777259e-01 -1.20437651208971e-01
 1.42331759398971e-01 -1.17340439662885e-01
 1.32872111539190e-01 -1.14101988481503e-01
 1.23806439629760e-01 -1.10729156494371e-01
 1.15147623386077e-01 -1.07251968524282e-01
 1.06887208802748e-01 -1.03686114613055e-01
 9.90071115215634e-02 -1.00037668363243e-01
 9.15234043853440e-02 -9.63465275832975e-02
 8.43970428172224e-02 -9.26121853510318e-02
 7.76464790199521e-02 -8.88542547409738e-02
 7.12479082120208e-02 -8.50921201304417e-02
 6.51878662973747e-02 -8.13254805225497e-02
 5.94874721274203e-02 -7.75794760708226e-02
 5.41002464180900e-02 -7.38547639257810e-02
 4.90378786701877e-02 -7.01685509311289e-02
 4.43003497573340e-02 -6.65310315911394e-02
 3.98423597346805e-02 -6.29247547759710e-02
 3.56899752436130e-02 -5.93850284153741e-02
 3.18292350050659e-02 -5.59161684781306e-02
 2.82200072057900e-02 -5.24935302746480e-02
 2.48925247792698e-02 -4.91537427749647e-02
 2.18286683030035e-02 -4.58945237233689e-02
 1.89846947131332e-02 -4.26811611355722e-02
 1.63921917020335e-02 -3.95732225767751e-02
 1.40446346341990e-02 -3.65310393180590e-02
 1.18798249846349e-02 -3.35058180773070e-02
 9.93094518736226e-03 -3.05805766220424e-02
 8.21940795734749e-03 -2.77377611224328e-02
 6.65838622137879e-03 -2.48821212164647e-02
 5.26774192850643e-03 -2.22166660246614e-02
 4.09515753852961e-03 -1.96802639309523e-02
 3.09878859713642e-03 -1.72273747148615e-02
 2.19660773551101e-03 -1.47816274243271e-02
 1.46264176301869e-03 -1.20639163789334e-02
 9.64484608297922e-04 -9.41457382454072e-03
 5.99373867982851e-04 -6.46838939614136e-03
 2.90086645599082e-04 -3.13397229331774e-03
 7.80707788302466e-05 -8.13505253805424e-04
 0.00000000000000e+00  0.00000000000000e+00
 7.80412061165972e-05  8.35123959910097e-04
 2.89878724192004e-04  3.38646629043759e-03
 5.98775316682048e-04  7.20413575351690e-03
 9.63326351634835e-04  1.03856537866574e-02
 1.45966821282819e-03  1.32023988347804e-02
 2.19097636449990e-03  1.61008683727458e-02
 3.08997841959778e-03  1.88530429399247e-02
 4.08271112470316e-03  2.16163199923824e-02
 5.24853124383664e-03  2.44997899344540e-02
 6.63128223001261e-03  2.75606554563579e-02
 8.18368429859057e-03  3.06508324806970e-02
 9.88361416849065e-03  3.37035171857463e-02
 1.18176401547236e-02  3.69082229947651e-02
 1.39661993216830e-02  4.01925524849043e-02
 1.62951420791042e-02  4.34651203810813e-02
 1.88631937781153e-02  4.68319550464896e-02
 2.16807137532775e-02  5.02645338060194e-02
 2.47159162958630e-02  5.37105198217867e-02
 2.80064400105864e-02  5.71963889027641e-02
 3.15762558914965e-02  6.07312970746740e-02
 3.53948396168776e-02  6.42930147845704e-02
 3.94949825480075e-02  6.78866421837646e-02
 4.38979282781582e-02  7.15212296953037e-02
 4.85758075737765e-02  7.51550086625275e-02
 5.35679916138118e-02  7.88065533165831e-02
 5.88818211488708e-02  8.24602609227752e-02
 6.45001629027313e-02  8.60951590976890e-02
 7.04692046391145e-02  8.97285617812937e-02
 7.67740309924709e-02  9.33342152626770e-02
 8.34162127168367e-02  9.68988895680123e-02
 9.04290195190656e-02  1.00416481669896e-01
 9.77906533229447e-02  1.03868975991257e-01
 1.05536187198748e-01  1.07248034202568e-01
 1.13658760041779e-01  1.10527107489192e-01
 1.22161483318940e-01  1.13706553687373e-01
 1.31067498602735e-01  1.16768036968722e-01
 1.40354649921884e-01  1.19694335756362e-01
 1.50055110786138e-01  1.22465683661124e-01
 1.60148962661562e-01  1.25066719679128e-01
 1.70658187899640e-01  1.27500131983784e-01
 1.81574957422924e-01  1.29724047592509e-01
 1.92907571409635e-01  1.31734471359648e-01
 2.04657634577812e-01  1.33523655131305e-01
 2.16817353069424e-01  1.35071660340736e-01
 2.29396483963478e-01  1.36368618721761e-01
 2.42377800694080e-01  1.37421787361362e-01
 2.55773624268338e-01  1.38223946903686e-01
